locality,scientificName,scientificNameAuthorship,vernacularName,taxonRank,establishmentMeans,degreeOfEstablishment,isHybrid,pathway,habitat,Biocontrol,associatedTaxa,eventRemarks,IntroDateNumber,taxonRemarks,kingdom,phylum,class,order,family,taxonomicStatus,ITIS_TSN,GBIF_taxonKey,taxonID,Authority,WebLink,associatedReferences,eventDate,modified,Update_Remarks,occurrenceRemarks,occurrenceID
L48,Hamadryas amphichloe,"(Boisduval, 1870)",Nymphalid butterfly,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1978,1978,,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Accepted GBIF,778017,5129467,https://www.gbif.org/species/5129467,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus,,USRIIS-L48-Animalia13853
L48,Hecatera dysodea,"([Denis and Schiffermuller], 1775)",Moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1998,1998,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,938968,1789076,https://www.gbif.org/species/1789076,Lafontaine and Schmidt (2010),https://doi.org/10.3897/zookeys.40.414,"Lafontaine and Schmidt (2010), https://doi.org/10.3897/zookeys.40.414",2017-01-02,2017-01-02,,,USRIIS-L48-Animalia4720
L48,Hedya nubiferana,"(Haworth, 1811)",Green budworm,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1913 (Aukema and McCullough (2009)),1913,Other name(s): Argyroploce nubiferana; Phalaena dimidioalba; Tortrix nubiferana; Tortrix variegana,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1737526,https://www.gbif.org/species/1737526,Washington Invasive Species Council (2011b),https://invasivespecies.wa.gov/wp-content/uploads/2019/07/ExoticLeafrollers-Factsheet.pdf,"Washington Invasive Species Council (2011b), https://invasivespecies.wa.gov/wp-content/uploads/2019/07/ExoticLeafrollers-Factsheet.pdf",2012-06-11,2022-08-03,"Added taxonRemarks, two from GBIF, two from Jim D. Young (pers. comm.); Added scientificNameAuthorship; Updated link, to fact sheet",,USRIIS-L48-Animalia54
L48,Hedya salicella,"(Linnaeus, 1758)",Large tortricid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1975,1975,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1737542,https://www.gbif.org/species/1737542,Gilligan et al. (2020),https://doi.org/10.3390/insects11090594,"Gilligan et al. (2020), https://doi.org/10.3390/insects11090594",2020-12-03,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia13031
L48,Hellula phidilealis,"(Walker, 1859)",Cabbage Budworm Moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,1879413,https://www.gbif.org/species/1879413,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2022-08-02,"Changed scientificNameAuthorship and vernacularName, as per Jim D. Young (pers. comm.)",,USRIIS-L48-Animalia14824
L48,Hellula undalis,"(Fabricius, 1781)",Cabbage webworm,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,1879408,https://www.gbif.org/species/1879408,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-07-30,Changed Introduced or Invasive,,USRIIS-L48-Animalia14825
L48,Hemithea aestivaria,"(Hubner, 1799)",Common emerald,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1978,1978,,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Accepted GBIF,942180,1991371,https://www.gbif.org/species/1991371,Aukema and McCullough (2009),https://knb.ecoinformatics.org/#view/doi:10.5063/AA/nuding.7.9,"Aukema and McCullough (2009), https://knb.ecoinformatics.org/#view/doi:10.5063/AA/nuding.7.9",2017-07-14,2017-07-14,,,USRIIS-L48-Animalia5690
L48,Hileithia decostalis,"(Guenée, 1854)",Crambid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1982,1982,Other name(s): Hiieithia decostalis,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,1879433,https://www.gbif.org/species/1879433,Scholtens and Solis (2015),https://doi.org/10.3897/zookeys.535.6086,"Scholtens and Solis (2015), https://doi.org/10.3897/zookeys.535.6086",2012-11-02,2022-08-02,"Changed scientificNameAuthorships as per Jim D. Young (pers. comm.); Updated vernacularName, Updated introDateNumber, Changed Authority; Updated websiteURL",,USRIIS-L48-Animalia590
L48,Hofmannophila pseudospretella,"(Stainton, 1849)",Brown house moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Accepted GBIF,,1836899,https://www.gbif.org/species/1836899,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14832
L48,Homadaula albizziae,"Clarke, 1943",Mimosa webworm,Species,"introduced (alien, exotic, non-native, nonindigenous)",widespread invasive (category E),FALSE,,,,,approx. date of introduction: 1940,1940,Other name(s): Homadaula anisocentra,Animalia,Arthropoda,Insecta,Lepidoptera,Galacticidae,Accepted GBIF,,1992540,https://www.gbif.org/species/1992540,Van Driesche et al. (2013),https://www.fs.usda.gov/foresthealth/technology/pdfs/Forest_Pest_Insects_Photo_Guide_508.pdf,"Van Driesche et al. (2013), https://www.fs.usda.gov/foresthealth/technology/pdfs/Forest_Pest_Insects_Photo_Guide_508.pdf",2017-03-31,2022-04-29,Changed degreeOfEstablishment based on GBIF distribution map; Added scientificNameAuthorship,,USRIIS-L48-Animalia5390
L48,Hyblaea puera,"Cramer, 1777",Teak defoliator moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 1920s,1925,,Animalia,Arthropoda,Insecta,Lepidoptera,Hyblaeidae,Accepted GBIF,,1992315,https://www.gbif.org/species/1992315,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2021-10-29,Added scientificNameAuthorship; Updated websiteURL,,USRIIS-L48-Animalia4749
L48,Hydraecia micacea,"(Esper, 1789)",Potato stem worm,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1902,1902,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,117402,1796678,https://www.gbif.org/species/1796678,Zahini et al. (2017),https://doi.org/10.1371/journal.pone.0178548,"Zahini et al. (2017), https://doi.org/10.1371/journal.pone.0178548",2020-10-15,2020-10-15,,'Introduced' based on DNA analysis. ITIS lists as native.,USRIIS-L48-Animalia12990
L48,Hyles euphorbiae,"(Linnaeus, 1758)",Hawk moths,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Accepted GBIF,936074,1862719,https://www.gbif.org/species/1862719,NatureServe Explorer (2020ax),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.116494/Hyles_euphorbiae,"NatureServe Explorer (2020ax), https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.116494/Hyles_euphorbiae",2017-06-06,2020-04-22,,Queried from NatureServe database and downloaded as part of an xlsx file,USRIIS-L48-Animalia5599
L48,Hypena subidalis,"Guenée, 1854",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 1985,1985,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Accepted GBIF,939096,9270647,https://www.gbif.org/species/9270647,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2021-08-18,Corrected family,,USRIIS-L48-Animalia13880
L48,Keiferia lycopersicella,"(Walsingham, 1897)",Tomato pinworm,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 1923,1923,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Accepted GBIF,,1852347,https://www.gbif.org/species/1852347,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2021-10-29,Added scientificNameAuthorship; Updated websiteURL,,USRIIS-L48-Animalia4750
L48,Lampronia corticella,"(Linnaeus, 1758)",Raspberry bub moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1936,1936,Other name(s): Lampronia rubiella,Animalia,Arthropoda,Insecta,Lepidoptera,Prodoxidae,Accepted GBIF,,4522799,https://www.gbif.org/species/4522799,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14866
L48,Lamprosema charesalis,"Walker, 1859",Crambid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 2014,2014,Other name(s): Nacoleia charesalis,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,1891867,https://www.gbif.org/species/1891867,Scholtens and Solis (2015),https://doi.org/10.3897/zookeys.535.6086,"Scholtens and Solis (2015), https://doi.org/10.3897/zookeys.535.6086",2021-07-29,2021-07-29,,,USRIIS-L48-Animalia15437
L48,Lateroligia ophiogramma,"(Esper, 1793)",Double lobed moth,Species,introduced: assisted colonization,established (category C3),FALSE,biological control,,Yes,,approx. date of introduction: 1989,1989,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,939297,4534533,https://www.gbif.org/species/4534533,Crabo and Holden (2020),https://doi.org/10.18473/lepi.74i2.a4,"Crabo and Holden (2020), https://doi.org/10.18473/lepi.74i2.a4",2020-10-14,2020-10-14,,Not introduced as a biocontrol species,USRIIS-L48-Animalia12978
L48,Leucania comma,"(Linnaeus, 1761)",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1959,1959,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,188865,5111574,https://www.gbif.org/species/5111574,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus,,USRIIS-L48-Animalia13929
L48,Leucania dorsalis,"Walker, 1856",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1984,1984,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,939312,5111099,https://www.gbif.org/species/5111099,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus,,USRIIS-L48-Animalia13930
L48,Leucania inconspicua,"Herrich-Schaffer, 1868",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1984,1984,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,939319,5111505,https://www.gbif.org/species/5111505,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus; Added providedSciName,,USRIIS-L48-Animalia13931
L48,Leucania opalisans,"Draudt, 1924",Noctuid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,,5111248,https://www.gbif.org/species/5111248,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14884
L48,Leucania senescens,"Moschler, 1890",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,939333,5111480,https://www.gbif.org/species/5111480,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-07-15,Updated taxonomicStatus; Updated Authority,,USRIIS-L48-Animalia13932
L48,Leucoma salicis,"(Linnaeus, 1758)",Satin moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1918 (Aukema and McCullough (2009)),1918,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Accepted GBIF,709248,1820039,https://www.gbif.org/species/1820039,University of Georgia Center for Invasive Species and Ecosystem Health - insects,https://www.invasive.org/species/insects.cfm,"University of Georgia Center for Invasive Species and Ecosystem Health - insects, https://www.invasive.org/species/insects.cfm",2012-06-26,2021-03-29,Changed Source Type; Updated websiteURL,,USRIIS-L48-Animalia304
L48,Leucoptera malifoliella,"(O.Costa, 1836)",Pear leaf blister moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,unintentional,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,Accepted GBIF,,5769255,https://www.gbif.org/species/5769255,University of Georgia Center for Invasive Species and Ecosystem Health - insects,https://www.invasive.org/species/insects.cfm,"University of Georgia Center for Invasive Species and Ecosystem Health - insects, https://www.invasive.org/species/insects.cfm",2012-06-26,2022-02-22,Removed associatedTaxa comment: 'biocontrol for: Planococcus citri'; Added scientificNameAuthorship; Changed Source Type; Updated websiteURL,,USRIIS-L48-Animalia305
L48,Leucoptera spartifoliella,"(Hubner, 1813)",Scotch broom twig miner,Species,"introduced (alien, exotic, non-native, nonindigenous); introduced: assisted colonization",established (category C3),FALSE,unintentional; biological control,Introduced Vegetation,Yes,biocontrol for: Cytisus scoparius (Scotch broom),approx. date of introduction: before 1940 (intentionally in 1960),1935,Other name(s): Tinea spartifoliella,Animalia,Arthropoda,Insecta,Lepidoptera,Lyonetiidae,Accepted GBIF,,8254441,https://www.gbif.org/species/8254441,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2022-08-02,"Changed vernacularName, Corrected establishmentMeans, Corrected associatedTaxa, Corrected eventRemarks, Added occurrenceRemarks",First accidentally introduced then intentionally,USRIIS-L48-Animalia14885
L48,Lipographis subosseella,"Hulst, 1892",Pyralid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1981,1981,,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Accepted GBIF,,1873347,https://www.gbif.org/species/1873347,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14890
L48,Litoprosopus haitiensis,"Hampson, 1926",Noctuid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1988,1988,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,,1766841,https://www.gbif.org/species/1766841,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14891
L48,Lobesia euphorbiana,"(Freyer, 1842)",Tortricid moth,Species,introduced: assisted colonization,established (category C3),FALSE,biological control,,Yes,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Accepted GBIF,,1740534,https://www.gbif.org/species/1740534,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14893
L48,Loxostege sticticalis,"(Linnaeus, 1761)",Crambid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1903,1903,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,1882210,https://www.gbif.org/species/1882210,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14904
L48,Lycomorphodes sordida,"(Butler, 1877)",Lichen moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1980-1993,1987,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Accepted GBIF,939426,1813187,https://www.gbif.org/species/1813187,US Congress Office of Technology Assessment (1993),https://www.csu.edu/cerc/documents/HarmfulNonIndigenousSpeciesUSA1993.pdf,"US Congress Office of Technology Assessment (1993), https://www.csu.edu/cerc/documents/HarmfulNonIndigenousSpeciesUSA1993.pdf",2012-11-02,2021-03-29,Updated websiteURL,,USRIIS-L48-Animalia596
L48,Lymantria dispar,"(Linnaeus, 1758)",Spongy moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",widespread invasive (category E),FALSE,unintentional,,,,approx. date of introduction: 1869 (Aukema and McCullough (2009)),1869,Other name(s): Lymantria dispar dispar,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Accepted GBIF,709249,1820406,https://www.gbif.org/species/1820406,Lovett et al. (2016),https://harvardforest.fas.harvard.edu/sites/harvardforest.fas.harvard.edu/files/Lovett_et_al-2016-Ecological_Applications.pdf,"Lovett et al. (2016), https://harvardforest.fas.harvard.edu/sites/harvardforest.fas.harvard.edu/files/Lovett_et_al-2016-Ecological_Applications.pdf",2017-01-17,2022-04-28,Changed degreeOfEstablishment based on GBIF map; Changed vernacularName; Updated websiteURL,,USRIIS-L48-Animalia4886
L48,Macristis geminipunctalis,"Schaus, 1916",Litter moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1985,1985,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Accepted GBIF,939433,1793568,https://www.gbif.org/species/1793568,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-08-02,"Changed vernacularName, Changed family; Updated taxonomicStatus; Added providedSciName",Family is in flux,USRIIS-L48-Animalia13970
L48,Macrorrhinia endonephele,"(Hampson, 1918)",Alligator weed stemborer moth,Species,introduced: assisted colonization,established (category C3),FALSE,biological control,,Yes,,approx. date of introduction: 1971,1971,Other name(s): Arcola malloi; Vogtia malloi,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Accepted GBIF,,10142569,https://www.gbif.org/species/10142569,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2021-07-30,"Changed scientificName, Added Other Names; Updated websiteURL; Updated Common Name and Introduced or Invasive",Hayden and Landry (2020) synonymized these names with DNA analysis,USRIIS-L48-Animalia4729
L48,Martyringa xeraula,"Meyrick, 1910",Himalayan grain moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 1959 (Seebens (2021)),1959,,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Accepted GBIF,,1833471,https://www.gbif.org/species/1833471,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2022-03-28,Added eventRemarks; Added scientificNameAuthorship; Updated websiteURL,,USRIIS-L48-Animalia4752
L48,Maruca vitrata,"(Fabricius, 1787)",Maruca pod borer,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 1981,1981,,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Accepted GBIF,,1886729,https://www.gbif.org/species/1886729,Scholtens and Solis (2015),https://doi.org/10.3897/zookeys.535.6086,"Scholtens and Solis (2015), https://doi.org/10.3897/zookeys.535.6086",2012-06-26,2021-07-30,"Added introDateNumber, Changed vernacularName, Changed introduced or invasive, Changed Authority; Changed Source Type; Updated websiteURL",,USRIIS-L48-Animalia311
L48,Mesapamea secalis,"(Linnaeus, 1758)",Common rustic moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",invasive (category D2),FALSE,,,,,approx. date of introduction: 2016,2016,Other name(s): Mesapema secalis,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Accepted GBIF,,1788425,https://www.gbif.org/species/1788425,Crabo and Holden (2020),https://doi.org/10.18473/lepi.74i2.a4,"Crabo and Holden (2020), https://doi.org/10.18473/lepi.74i2.a4",2020-10-14,2021-10-29,Added scientificNameAuthorship,Not introduced as a biocontrol species,USRIIS-L48-Animalia12980
L48,Metzneria lappella,"(Linnaeus, 1758)",Burdock seedhead moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Accepted GBIF,,1848864,https://www.gbif.org/species/1848864,Heppner et al. (2003),https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf,"Heppner et al. (2003), https://www.fdacs.gov/ezs3download/download/25122/516038/Media/Files/Plant-Industry-Files/PDF/arthropods-of-florida-vol-17.pdf",2017-01-03,2021-10-29,Added scientificNameAuthorship; Updated websiteURL,,USRIIS-L48-Animalia4753
L48,Metzneria paucipunctella,"(Zeller, 1839)",Knapweed seedhead moth,Species,introduced: assisted colonization,established (category C3),FALSE,biological control,,Yes,,approx. date of introduction: 1980,1980,,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Accepted GBIF,,1848861,https://www.gbif.org/species/1848861,Wilson and Randall (2005),https://digitalcommons.unl.edu/usdafsfacpub/113/?utm_source=digitalcommons.unl.edu%2Fusdafsfacpub%2F113&utm_medium=PDF&utm_campaign=PDFCoverPages,"Wilson and Randall (2005), https://digitalcommons.unl.edu/usdafsfacpub/113/?utm_source=digitalcommons.unl.edu%2Fusdafsfacpub%2F113&utm_medium=PDF&utm_campaign=PDFCoverPages",2019-12-13,2021-10-29,Added scientificNameAuthorship,,USRIIS-L48-Animalia12558
L48,Mocis cubana,"Hampson, 1913",Cutworm moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1989,1989,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Accepted GBIF,939544,9333928,https://www.gbif.org/species/9333928,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-01,2022-08-02,Changed family; Updated taxonomicStatus; Added providedSciName,Family is in flux,USRIIS-L48-Animalia14002
L48,Monema flavescens,"Walker, 1855",Oriental moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1906,1906,Other name(s): Cnidocampa flavescens; Monema nigrans,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Accepted GBIF,,5105588,https://www.gbif.org/species/5105588,Mattson et al. (1994),https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf,"Mattson et al. (1994), https://www.nrs.fs.usda.gov/pubs/gtr/gtr_nc169.pdf",2017-01-26,2022-08-02,"Changed scientificName, scientificNameAuthorship, taxonRemarks, and taxonID, Removed duplicate record (USRIIS-L48-Animalia14961) due to synonomy; Updated taxonomicStatus",,USRIIS-L48-Animalia4948
L48,Monopis obviella,"(Denis and Schiffermuller, 1775)",Tineid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 1950,1950,,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Accepted GBIF,,1857878,https://www.gbif.org/species/1857878,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14967
L48,Moodna bisinuella,"Hampson, 1901",Pyralid moth,Species,"introduced (alien, exotic, non-native, nonindigenous)",established (category C3),FALSE,,,,,approx. date of introduction: 2009,2009,,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Accepted GBIF,,1871415,https://www.gbif.org/species/1871415,"Turner, Blake, and Liebhold (2021)",https://doi.org/10.5281/zenodo.5245302,"Turner, Blake, and Liebhold (2021), https://doi.org/10.5281/zenodo.5245302",2021-06-02,2021-06-02,,,USRIIS-L48-Animalia14969
